"COVID-19-Associated Hospitalization Rates (per 100,000 population) for the COVID-NET Network (downloaded on "Aug-09-2020)
Centers for Disease Control and Prevention.
CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Colorado,EIP,2020-21,2021,31,18-29 yr,null,null
California,EIP,2020-21,2021,31,18-29 yr,null,null
New York,EIP,2020-21,2021,32,18-29 yr,null,null
Ohio,IHSP,2020-21,2021,32,18-29 yr,null,null
Tennessee,EIP,2020-21,2021,32,18-29 yr,null,null
Oregon,EIP,2020-21,2021,32,18-29 yr,null,null
Utah,IHSP,2020-21,2021,32,18-29 yr,null,null
Colorado,EIP,2020-21,2021,32,18-29 yr,null,null
Connecticut,EIP,2020-21,2021,32,18-29 yr,null,null
Entire Network,COVID-NET,2020-21,2021,32,18-29 yr,null,null
Entire Network,EIP,2020-21,2021,32,18-29 yr,null,null
Georgia,EIP,2020-21,2021,32,18-29 yr,null,null
Entire Network,IHSP,2020-21,2021,32,18-29 yr,null,null
Iowa,IHSP,2020-21,2021,32,18-29 yr,null,null
Maryland,EIP,2020-21,2021,32,18-29 yr,null,null
Michigan,IHSP,2020-21,2021,32,18-29 yr,null,null
New Mexico,EIP,2020-21,2021,32,18-29 yr,null,null
Minnesota,EIP,2020-21,2021,32,18-29 yr,null,null
California,EIP,2020-21,2021,32,18-29 yr,null,null
Utah,IHSP,2020-21,2021,33,18-29 yr,null,null
Tennessee,EIP,2020-21,2021,33,18-29 yr,null,null
Oregon,EIP,2020-21,2021,33,18-29 yr,null,null
Ohio,IHSP,2020-21,2021,33,18-29 yr,null,null
New York,EIP,2020-21,2021,33,18-29 yr,null,null
New Mexico,EIP,2020-21,2021,33,18-29 yr,null,null
Minnesota,EIP,2020-21,2021,33,18-29 yr,null,null
Michigan,IHSP,2020-21,2021,33,18-29 yr,null,null
Maryland,EIP,2020-21,2021,33,18-29 yr,null,null
Entire Network,IHSP,2020-21,2021,33,18-29 yr,null,null
Iowa,IHSP,2020-21,2021,33,18-29 yr,null,null
Georgia,EIP,2020-21,2021,33,18-29 yr,null,null
Entire Network,EIP,2020-21,2021,33,18-29 yr,null,null
Connecticut,EIP,2020-21,2021,33,18-29 yr,null,null
Entire Network,COVID-NET,2020-21,2021,33,18-29 yr,null,null
Colorado,EIP,2020-21,2021,33,18-29 yr,null,null
California,EIP,2020-21,2021,33,18-29 yr,null,null
Utah,IHSP,2020-21,2021,34,18-29 yr,null,null
Tennessee,EIP,2020-21,2021,34,18-29 yr,null,null
Entire Network,EIP,2020-21,2021,34,18-29 yr,null,null
Iowa,IHSP,2020-21,2021,34,18-29 yr,null,null
Georgia,EIP,2020-21,2021,34,18-29 yr,null,null
Entire Network,IHSP,2020-21,2021,34,18-29 yr,null,null
Maryland,EIP,2020-21,2021,34,18-29 yr,null,null
Minnesota,EIP,2020-21,2021,34,18-29 yr,null,null
Michigan,IHSP,2020-21,2021,34,18-29 yr,null,null
New Mexico,EIP,2020-21,2021,34,18-29 yr,null,null
New York,EIP,2020-21,2021,34,18-29 yr,null,null
Oregon,EIP,2020-21,2021,34,18-29 yr,null,null
Ohio,IHSP,2020-21,2021,34,18-29 yr,null,null
Entire Network,COVID-NET,2020-21,2021,34,18-29 yr,null,null
Colorado,EIP,2020-21,2021,34,18-29 yr,null,null
Connecticut,EIP,2020-21,2021,34,18-29 yr,null,null
California,EIP,2020-21,2021,34,18-29 yr,null,null
Tennessee,EIP,2020-21,2021,35,18-29 yr,null,null
Oregon,EIP,2020-21,2021,35,18-29 yr,null,null
Ohio,IHSP,2020-21,2021,35,18-29 yr,null,null
New York,EIP,2020-21,2021,35,18-29 yr,null,null
New Mexico,EIP,2020-21,2021,35,18-29 yr,null,null
Minnesota,EIP,2020-21,2021,35,18-29 yr,null,null
Michigan,IHSP,2020-21,2021,35,18-29 yr,null,null
Maryland,EIP,2020-21,2021,35,18-29 yr,null,null
Entire Network,IHSP,2020-21,2021,35,18-29 yr,null,null
Iowa,IHSP,2020-21,2021,35,18-29 yr,null,null
Georgia,EIP,2020-21,2021,35,18-29 yr,null,null
Entire Network,EIP,2020-21,2021,35,18-29 yr,null,null
Connecticut,EIP,2020-21,2021,35,18-29 yr,null,null
Entire Network,COVID-NET,2020-21,2021,35,18-29 yr,null,null
Colorado,EIP,2020-21,2021,35,18-29 yr,null,null
California,EIP,2020-21,2021,35,18-29 yr,null,null
Utah,IHSP,2020-21,2021,35,18-29 yr,null,null
Utah,IHSP,2020-21,2021,36,18-29 yr,null,null
Tennessee,EIP,2020-21,2021,36,18-29 yr,null,null
Ohio,IHSP,2020-21,2021,36,18-29 yr,null,null
New York,EIP,2020-21,2021,36,18-29 yr,null,null
Oregon,EIP,2020-21,2021,36,18-29 yr,null,null
Entire Network,IHSP,2020-21,2021,36,18-29 yr,null,null
Michigan,IHSP,2020-21,2021,36,18-29 yr,null,null
Maryland,EIP,2020-21,2021,36,18-29 yr,null,null
Minnesota,EIP,2020-21,2021,36,18-29 yr,null,null
New Mexico,EIP,2020-21,2021,36,18-29 yr,null,null
Entire Network,COVID-NET,2020-21,2021,36,18-29 yr,null,null
Connecticut,EIP,2020-21,2021,36,18-29 yr,null,null
Georgia,EIP,2020-21,2021,36,18-29 yr,null,null
Entire Network,EIP,2020-21,2021,36,18-29 yr,null,null
Iowa,IHSP,2020-21,2021,36,18-29 yr,null,null
Colorado,EIP,2020-21,2021,36,18-29 yr,null,null
California,EIP,2020-21,2021,36,18-29 yr,null,null
Utah,IHSP,2020-21,2021,37,18-29 yr,null,null
Tennessee,EIP,2020-21,2021,37,18-29 yr,null,null
Oregon,EIP,2020-21,2021,37,18-29 yr,null,null
Ohio,IHSP,2020-21,2021,37,18-29 yr,null,null
New York,EIP,2020-21,2021,37,18-29 yr,null,null
New Mexico,EIP,2020-21,2021,37,18-29 yr,null,null
Minnesota,EIP,2020-21,2021,37,18-29 yr,null,null
Michigan,IHSP,2020-21,2021,37,18-29 yr,null,null
Maryland,EIP,2020-21,2021,37,18-29 yr,null,null
Entire Network,IHSP,2020-21,2021,37,18-29 yr,null,null
Iowa,IHSP,2020-21,2021,37,18-29 yr,null,null
Georgia,EIP,2020-21,2021,37,18-29 yr,null,null
Entire Network,EIP,2020-21,2021,37,18-29 yr,null,null
Connecticut,EIP,2020-21,2021,37,18-29 yr,null,null
Entire Network,COVID-NET,2020-21,2021,37,18-29 yr,null,null
Colorado,EIP,2020-21,2021,37,18-29 yr,null,null
California,EIP,2020-21,2021,37,18-29 yr,null,null
Utah,IHSP,2020-21,2021,38,18-29 yr,null,null
Tennessee,EIP,2020-21,2021,38,18-29 yr,null,null
Minnesota,EIP,2020-21,2021,38,18-29 yr,null,null
New York,EIP,2020-21,2021,38,18-29 yr,null,null
New Mexico,EIP,2020-21,2021,38,18-29 yr,null,null
Ohio,IHSP,2020-21,2021,38,18-29 yr,null,null
Oregon,EIP,2020-21,2021,38,18-29 yr,null,null
Georgia,EIP,2020-21,2021,38,18-29 yr,null,null
Iowa,IHSP,2020-21,2021,38,18-29 yr,null,null
Maryland,EIP,2020-21,2021,38,18-29 yr,null,null
Entire Network,IHSP,2020-21,2021,38,18-29 yr,null,null
Michigan,IHSP,2020-21,2021,38,18-29 yr,null,null
Entire Network,COVID-NET,2020-21,2021,38,18-29 yr,null,null
Entire Network,EIP,2020-21,2021,38,18-29 yr,null,null
Connecticut,EIP,2020-21,2021,38,18-29 yr,null,null
Colorado,EIP,2020-21,2021,38,18-29 yr,null,null
California,EIP,2020-21,2021,38,18-29 yr,null,null
Oregon,EIP,2020-21,2021,39,18-29 yr,null,null
Ohio,IHSP,2020-21,2021,39,18-29 yr,null,null
New York,EIP,2020-21,2021,39,18-29 yr,null,null
New Mexico,EIP,2020-21,2021,39,18-29 yr,null,null
Minnesota,EIP,2020-21,2021,39,18-29 yr,null,null
Michigan,IHSP,2020-21,2021,39,18-29 yr,null,null
Maryland,EIP,2020-21,2021,39,18-29 yr,null,null
Entire Network,IHSP,2020-21,2021,39,18-29 yr,null,null
Utah,IHSP,2020-21,2021,39,18-29 yr,null,null
Tennessee,EIP,2020-21,2021,39,18-29 yr,null,null
Iowa,IHSP,2020-21,2021,39,18-29 yr,null,null
Georgia,EIP,2020-21,2021,39,18-29 yr,null,null
Entire Network,EIP,2020-21,2021,39,18-29 yr,null,null
Connecticut,EIP,2020-21,2021,39,18-29 yr,null,null
Entire Network,COVID-NET,2020-21,2021,39,18-29 yr,null,null
Colorado,EIP,2020-21,2021,39,18-29 yr,null,null
California,EIP,2020-21,2021,39,18-29 yr,null,null
Utah,IHSP,2020-21,2020,40,30-39 yr,null,null
New York,EIP,2020-21,2020,40,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,40,30-39 yr,null,null
Oregon,EIP,2020-21,2020,40,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,40,30-39 yr,null,null
California,EIP,2020-21,2020,40,30-39 yr,null,null
Colorado,EIP,2020-21,2020,40,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,40,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,40,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,40,30-39 yr,null,null
Georgia,EIP,2020-21,2020,40,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,40,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,40,30-39 yr,null,null
Maryland,EIP,2020-21,2020,40,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,40,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,40,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,40,30-39 yr,null,null
Utah,IHSP,2020-21,2020,41,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,41,30-39 yr,null,null
Oregon,EIP,2020-21,2020,41,30-39 yr,null,null
New York,EIP,2020-21,2020,41,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,41,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,41,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,41,30-39 yr,null,null
California,EIP,2020-21,2020,41,30-39 yr,null,null
Colorado,EIP,2020-21,2020,41,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,41,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,41,30-39 yr,null,null
Maryland,EIP,2020-21,2020,41,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,41,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,41,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,41,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,41,30-39 yr,null,null
Georgia,EIP,2020-21,2020,41,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,42,30-39 yr,null,null
Utah,IHSP,2020-21,2020,42,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,42,30-39 yr,null,null
Maryland,EIP,2020-21,2020,42,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,42,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,42,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,42,30-39 yr,null,null
New York,EIP,2020-21,2020,42,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,42,30-39 yr,null,null
Oregon,EIP,2020-21,2020,42,30-39 yr,null,null
California,EIP,2020-21,2020,42,30-39 yr,null,null
Colorado,EIP,2020-21,2020,42,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,42,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,42,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,42,30-39 yr,null,null
Georgia,EIP,2020-21,2020,42,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,42,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,43,30-39 yr,null,null
Utah,IHSP,2020-21,2020,43,30-39 yr,null,null
Oregon,EIP,2020-21,2020,43,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,43,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,43,30-39 yr,null,null
New York,EIP,2020-21,2020,43,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,43,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,43,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,43,30-39 yr,null,null
Maryland,EIP,2020-21,2020,43,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,43,30-39 yr,null,null
Georgia,EIP,2020-21,2020,43,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,43,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,43,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,43,30-39 yr,null,null
California,EIP,2020-21,2020,43,30-39 yr,null,null
Colorado,EIP,2020-21,2020,43,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,44,30-39 yr,null,null
Utah,IHSP,2020-21,2020,44,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,44,30-39 yr,null,null
New York,EIP,2020-21,2020,44,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,44,30-39 yr,null,null
Oregon,EIP,2020-21,2020,44,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,44,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,44,30-39 yr,null,null
Georgia,EIP,2020-21,2020,44,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,44,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,44,30-39 yr,null,null
Maryland,EIP,2020-21,2020,44,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,44,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,44,30-39 yr,null,null
California,EIP,2020-21,2020,44,30-39 yr,null,null
Colorado,EIP,2020-21,2020,44,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,44,30-39 yr,null,null
Utah,IHSP,2020-21,2020,45,30-39 yr,null,null
California,EIP,2020-21,2020,45,30-39 yr,null,null
Colorado,EIP,2020-21,2020,45,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,45,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,45,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,45,30-39 yr,null,null
Oregon,EIP,2020-21,2020,45,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,45,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,45,30-39 yr,null,null
New York,EIP,2020-21,2020,45,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,45,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,45,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,45,30-39 yr,null,null
Maryland,EIP,2020-21,2020,45,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,45,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,45,30-39 yr,null,null
Georgia,EIP,2020-21,2020,45,30-39 yr,null,null
Utah,IHSP,2020-21,2020,46,30-39 yr,null,null
Oregon,EIP,2020-21,2020,46,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,46,30-39 yr,null,null
California,EIP,2020-21,2020,46,30-39 yr,null,null
Colorado,EIP,2020-21,2020,46,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,46,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,46,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,46,30-39 yr,null,null
Georgia,EIP,2020-21,2020,46,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,46,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,46,30-39 yr,null,null
Maryland,EIP,2020-21,2020,46,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,46,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,46,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,46,30-39 yr,null,null
New York,EIP,2020-21,2020,46,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,46,30-39 yr,null,null
Utah,IHSP,2020-21,2020,47,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,47,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,47,30-39 yr,null,null
Oregon,EIP,2020-21,2020,47,30-39 yr,null,null
New York,EIP,2020-21,2020,47,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,47,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,47,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,47,30-39 yr,null,null
Maryland,EIP,2020-21,2020,47,30-39 yr,null,null
Colorado,EIP,2020-21,2020,47,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,47,30-39 yr,null,null
California,EIP,2020-21,2020,47,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,47,30-39 yr,null,null
Georgia,EIP,2020-21,2020,47,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,47,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,47,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,47,30-39 yr,null,null
Utah,IHSP,2020-21,2020,48,30-39 yr,null,null
Oregon,EIP,2020-21,2020,48,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,48,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,48,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,48,30-39 yr,null,null
New York,EIP,2020-21,2020,48,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,48,30-39 yr,null,null
California,EIP,2020-21,2020,48,30-39 yr,null,null
Colorado,EIP,2020-21,2020,48,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,48,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,48,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,48,30-39 yr,null,null
Georgia,EIP,2020-21,2020,48,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,48,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,48,30-39 yr,null,null
Maryland,EIP,2020-21,2020,48,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,48,30-39 yr,null,null
Utah,IHSP,2020-21,2020,49,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,49,30-39 yr,null,null
Oregon,EIP,2020-21,2020,49,30-39 yr,null,null
New York,EIP,2020-21,2020,49,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,49,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,49,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,49,30-39 yr,null,null
Maryland,EIP,2020-21,2020,49,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,49,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,49,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,49,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,49,30-39 yr,null,null
Georgia,EIP,2020-21,2020,49,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,49,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,49,30-39 yr,null,null
California,EIP,2020-21,2020,49,30-39 yr,null,null
Colorado,EIP,2020-21,2020,49,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,50,30-39 yr,null,null
Oregon,EIP,2020-21,2020,50,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,50,30-39 yr,null,null
Utah,IHSP,2020-21,2020,50,30-39 yr,null,null
Georgia,EIP,2020-21,2020,50,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,50,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,50,30-39 yr,null,null
Maryland,EIP,2020-21,2020,50,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,50,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,50,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,50,30-39 yr,null,null
New York,EIP,2020-21,2020,50,30-39 yr,null,null
California,EIP,2020-21,2020,50,30-39 yr,null,null
Colorado,EIP,2020-21,2020,50,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,50,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,50,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,50,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,51,30-39 yr,null,null
Utah,IHSP,2020-21,2020,51,30-39 yr,null,null
Oregon,EIP,2020-21,2020,51,30-39 yr,null,null
California,EIP,2020-21,2020,51,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,51,30-39 yr,null,null
Colorado,EIP,2020-21,2020,51,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,51,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,51,30-39 yr,null,null
New York,EIP,2020-21,2020,51,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,51,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,51,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,51,30-39 yr,null,null
Maryland,EIP,2020-21,2020,51,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,51,30-39 yr,null,null
Georgia,EIP,2020-21,2020,51,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,51,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,51,30-39 yr,null,null
California,EIP,2020-21,2020,52,30-39 yr,null,null
Colorado,EIP,2020-21,2020,52,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,52,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,52,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,52,30-39 yr,null,null
Georgia,EIP,2020-21,2020,52,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,52,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,52,30-39 yr,null,null
Maryland,EIP,2020-21,2020,52,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,52,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,52,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,52,30-39 yr,null,null
New York,EIP,2020-21,2020,52,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,52,30-39 yr,null,null
Oregon,EIP,2020-21,2020,52,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,52,30-39 yr,null,null
Utah,IHSP,2020-21,2020,52,30-39 yr,null,null
Utah,IHSP,2020-21,2020,53,30-39 yr,null,null
Oregon,EIP,2020-21,2020,53,30-39 yr,null,null
Tennessee,EIP,2020-21,2020,53,30-39 yr,null,null
Ohio,IHSP,2020-21,2020,53,30-39 yr,null,null
New York,EIP,2020-21,2020,53,30-39 yr,null,null
Minnesota,EIP,2020-21,2020,53,30-39 yr,null,null
New Mexico,EIP,2020-21,2020,53,30-39 yr,null,null
Michigan,IHSP,2020-21,2020,53,30-39 yr,null,null
Maryland,EIP,2020-21,2020,53,30-39 yr,null,null
Iowa,IHSP,2020-21,2020,53,30-39 yr,null,null
Entire Network,IHSP,2020-21,2020,53,30-39 yr,null,null
California,EIP,2020-21,2020,53,30-39 yr,null,null
Georgia,EIP,2020-21,2020,53,30-39 yr,null,null
Entire Network,EIP,2020-21,2020,53,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2020,53,30-39 yr,null,null
Connecticut,EIP,2020-21,2020,53,30-39 yr,null,null
Colorado,EIP,2020-21,2020,53,30-39 yr,null,null
Utah,IHSP,2020-21,2021,1,30-39 yr,null,null
New York,EIP,2020-21,2021,1,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,1,30-39 yr,null,null
Oregon,EIP,2020-21,2021,1,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,1,30-39 yr,null,null
California,EIP,2020-21,2021,1,30-39 yr,null,null
Colorado,EIP,2020-21,2021,1,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,1,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,1,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,1,30-39 yr,null,null
Georgia,EIP,2020-21,2021,1,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,1,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,1,30-39 yr,null,null
Maryland,EIP,2020-21,2021,1,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,1,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,1,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,1,30-39 yr,null,null
Utah,IHSP,2020-21,2021,2,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,2,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,2,30-39 yr,null,null
Oregon,EIP,2020-21,2021,2,30-39 yr,null,null
New York,EIP,2020-21,2021,2,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,2,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,2,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,2,30-39 yr,null,null
California,EIP,2020-21,2021,2,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,2,30-39 yr,null,null
Colorado,EIP,2020-21,2021,2,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,2,30-39 yr,null,null
Maryland,EIP,2020-21,2021,2,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,2,30-39 yr,null,null
Georgia,EIP,2020-21,2021,2,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,2,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,2,30-39 yr,null,null
Utah,IHSP,2020-21,2021,3,30-39 yr,null,null
Maryland,EIP,2020-21,2021,3,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,3,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,3,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,3,30-39 yr,null,null
New York,EIP,2020-21,2021,3,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,3,30-39 yr,null,null
Oregon,EIP,2020-21,2021,3,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,3,30-39 yr,null,null
California,EIP,2020-21,2021,3,30-39 yr,null,null
Colorado,EIP,2020-21,2021,3,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,3,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,3,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,3,30-39 yr,null,null
Georgia,EIP,2020-21,2021,3,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,3,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,3,30-39 yr,null,null
Utah,IHSP,2020-21,2021,4,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,4,30-39 yr,null,null
Oregon,EIP,2020-21,2021,4,30-39 yr,null,null
New York,EIP,2020-21,2021,4,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,4,30-39 yr,null,null
California,EIP,2020-21,2021,4,30-39 yr,null,null
Colorado,EIP,2020-21,2021,4,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,4,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,4,30-39 yr,null,null
Maryland,EIP,2020-21,2021,4,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,4,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,4,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,4,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,4,30-39 yr,null,null
Georgia,EIP,2020-21,2021,4,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,4,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,4,30-39 yr,null,null
California,EIP,2020-21,2021,5,30-39 yr,null,null
Colorado,EIP,2020-21,2021,5,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,5,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,5,30-39 yr,null,null
Utah,IHSP,2020-21,2021,5,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,5,30-39 yr,null,null
New York,EIP,2020-21,2021,5,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,5,30-39 yr,null,null
Oregon,EIP,2020-21,2021,5,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,5,30-39 yr,null,null
