OBJECTID,DATE,COUNTY,FACILITY_NAME,Staff_Private,Residents_Private,Staff_Public,Patients_Public,Inmates_Public,Youth_Public
6799,2020/06/17 14:00:00+00,Somerset,Eastern Correctional Institution Annex,,,1,,1,
6800,2020/06/17 14:00:00+00,St. Mary's,Charlotte Hall Veterans Home,85,201,,,,
6801,2020/06/17 14:00:00+00,St. Mary's,Discovery Commons at Wild Wood,1,0,,,,
6802,2020/06/17 14:00:00+00,St. Mary's,Southern Maryland Pre-Release Unit,,,2,,0,
6803,2020/06/17 14:00:00+00,Talbot,Bayleigh Chase,1,0,,,,
6804,2020/06/17 14:00:00+00,Talbot,Peake Healthcare at the Pines,2,5,,,,
6805,2020/06/17 14:00:00+00,Washington,Cadia Healthcare - Hagerstown,3,3,,,,
6806,2020/06/17 14:00:00+00,Washington,Maryland Correctional Institution Hagerstown,,,1,,0,
6807,2020/06/17 14:00:00+00,Washington,Maryland Correctional Training Center,,,8,,1,
6808,2020/06/17 14:00:00+00,Washington,Roxbury Correctional Institution,,,0,,1,
6809,2020/06/17 14:00:00+00,Washington,Sterling Care South Mountain,8,27,,,,
6810,2020/06/17 14:00:00+00,Washington,Western Maryland Hospital Center,,,4,0,,
6811,2020/06/17 14:00:00+00,Wicomico,Anchorage Healthcare Center,7,25,,,,
6812,2020/06/17 14:00:00+00,Wicomico,Salisbury Rehabilitation and Nursing Center,38,79,,,,
6813,2020/06/17 14:00:00+00,Worcester,Berlin Nursing and Rehabilitation Center,30,67,,,,
6814,2020/06/17 14:00:00+00,Worcester,Peake Healthcare at Hartley Hall (Autumn Lake Healthcare at Hartley Hall),1,0,,,,
6815,2020/06/17 14:00:00+00,Worcester,Worcester County Detention Center,,,10,0,,
6816,2020/06/24 14:00:00+00,Allegany,Cumberland Healthcare Center,36,88,,,,
6817,2020/06/24 14:00:00+00,Allegany,North Branch Correctional Institution,,,2,,3,
6818,2020/06/24 14:00:00+00,Allegany,Western Correctional Institution,,,2,,1,
6819,2020/06/24 14:00:00+00,Anne Arundel,Anne Arundel Detention Center Jennifer Road,,,3,0,,
6820,2020/06/24 14:00:00+00,Anne Arundel,Crofton Care and Rehabilitation,12,71,,,,
6821,2020/06/24 14:00:00+00,Anne Arundel,Dorsey Run Correctional Facility,,,35,,46,
6822,2020/06/24 14:00:00+00,Anne Arundel,Genesis Hammonds Lane,0,1,,,,
6823,2020/06/24 14:00:00+00,Anne Arundel,Genesis Severna Park,6,11,,,,
6824,2020/06/24 14:00:00+00,Anne Arundel,Genesis Waugh Chapel,17,62,,,,
6825,2020/06/24 14:00:00+00,Anne Arundel,Ginger Cove,30,16,,,,
6826,2020/06/24 14:00:00+00,Anne Arundel,Glen Burnie Health and Rehabilitation Center,15,47,,,,
6827,2020/06/24 14:00:00+00,Anne Arundel,Jessup Correctional Institution *Including Baltimore Pretrial Complex (BPFJ),,,55,,93,
6828,2020/06/24 14:00:00+00,Anne Arundel,Maryland Correctional Institution - Jessup,,,33,,144,
6829,2020/06/24 14:00:00+00,Anne Arundel,Maryland Correctional Institution for Women,,,52,,24,
6830,2020/06/24 14:00:00+00,Anne Arundel,Patuxent Institution *Including Correctional Mental Health Center-Jessup,,,56,,33,
6831,2020/06/24 14:00:00+00,Anne Arundel,Spa Creek Center,15,32,,,,
6832,2020/06/24 14:00:00+00,Anne Arundel,The Peartree House Assisted Living,2,4,,,,
6833,2020/06/24 14:00:00+00,Baltimore City,Autumn Lake Healthcare at Bridgepark,20,60,,,,
6834,2020/06/24 14:00:00+00,Baltimore City,Baltimore Central Booking and Intake Center,,,45,,64,
6835,2020/06/24 14:00:00+00,Baltimore City,Baltimore City Correctional Center,,,2,,0,
6836,2020/06/24 14:00:00+00,Baltimore City,Blue Point Healthcare Center,26,81,,,,
6837,2020/06/24 14:00:00+00,Baltimore City,Chesapeake Detention Facility (Formerly MCAC),,,23,,1,
6838,2020/06/24 14:00:00+00,Baltimore City,Fayette Health and Rehabilitation Center,46,66,,,,
6839,2020/06/24 14:00:00+00,Baltimore City,Future Care Irvington,39,80,,,,
6840,2020/06/24 14:00:00+00,Baltimore City,FutureCare Canton Harbor,10,12,,,,
6841,2020/06/24 14:00:00+00,Baltimore City,FutureCare Homewood,0,1,,,,
6842,2020/06/24 14:00:00+00,Baltimore City,FutureCare Sandtown,46,59,,,,
6843,2020/06/24 14:00:00+00,Baltimore City,Genesis Long Green Center,5,1,,,,
6844,2020/06/24 14:00:00+00,Baltimore City,Levindale Hebrew Geriatric Center and Hospital,44,58,,,,
6845,2020/06/24 14:00:00+00,Baltimore City,Manor Care Roland Park,7,25,,,,
6846,2020/06/24 14:00:00+00,Baltimore City,"Maryland Reception, Diagnostic and Classification Center",,,32,,8,
6847,2020/06/24 14:00:00+00,Baltimore City,Metropolitan Transition Center,,,43,,15,
6848,2020/06/24 14:00:00+00,Baltimore City,Northwest Health and Rehab Center,3,0,,,,
6849,2020/06/24 14:00:00+00,Baltimore City,Nursing and Rehab Center at Stadium Place,11,3,,,,
6850,2020/06/24 14:00:00+00,Baltimore City,Peak Health Caton Manor,19,52,,,,
6851,2020/06/24 14:00:00+00,Baltimore City,Post Acute Care Center,24,71,,,,
6852,2020/06/24 14:00:00+00,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,22,29,,,,
6853,2020/06/24 14:00:00+00,Baltimore City,Tudor Heights Assisted Living,0,1,,,,
6854,2020/06/24 14:00:00+00,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,25,61,,,,
6855,2020/06/24 14:00:00+00,Baltimore City,Youth Detention Center,,,2,,2,
6856,2020/06/24 14:00:00+00,Baltimore County,Arden Courts of Pikesville,2,17,,,,
6857,2020/06/24 14:00:00+00,Baltimore County,Atrium Village,8,13,,,,
6858,2020/06/24 14:00:00+00,Baltimore County,Autumn Lake Healthcare at Riverview,21,20,,,,
6859,2020/06/24 14:00:00+00,Baltimore County,Baltimore County Detention Center,,,6,8,,
6860,2020/06/24 14:00:00+00,Baltimore County,Brookdale of Towson,1,0,,,,
6861,2020/06/24 14:00:00+00,Baltimore County,"Charles H. Hickey, Jr. School",,,2,,,0
6862,2020/06/24 14:00:00+00,Baltimore County,Charlestown Senior Living Community,35,31,,,,
6863,2020/06/24 14:00:00+00,Baltimore County,Edenwald,11,1,,,,
6864,2020/06/24 14:00:00+00,Baltimore County,Frederick Villa Nursing and Rehabilitation Center,41,74,,,,
6865,2020/06/24 14:00:00+00,Baltimore County,FutureCare Courtland,27,73,,,,
6866,2020/06/24 14:00:00+00,Baltimore County,Genesis Catonsville Commons,18,54,,,,
6867,2020/06/24 14:00:00+00,Baltimore County,Genesis Cromwell Center,13,43,,,,
6868,2020/06/24 14:00:00+00,Baltimore County,Glen Meadows Retirement Community,12,15,,,,
6869,2020/06/24 14:00:00+00,Baltimore County,Greater Baltimore Medical Center Sub Acute Unit,1,0,,,,
6870,2020/06/24 14:00:00+00,Baltimore County,Heritage Center Genesis Eldercare,9,37,,,,
6871,2020/06/24 14:00:00+00,Baltimore County,Holly Hills Manor,21,48,,,,
6872,2020/06/24 14:00:00+00,Baltimore County,King David Nursing and Rehabilitation Center,14,40,,,,
6873,2020/06/24 14:00:00+00,Baltimore County,Little Sisters of the Poor,5,0,,,,
6874,2020/06/24 14:00:00+00,Baltimore County,ManorCare Health Services - Ruxton,28,64,,,,
6875,2020/06/24 14:00:00+00,Baltimore County,ManorCare Health Services- Rossville,20,61,,,,
6876,2020/06/24 14:00:00+00,Baltimore County,ManorCare Health Services- Towson,8,5,,,,
6877,2020/06/24 14:00:00+00,Baltimore County,Maria Health Care Center,8,0,,,,
6878,2020/06/24 14:00:00+00,Baltimore County,Meadow Park Rehabilitation and Healthcare,25,40,,,,
6879,2020/06/24 14:00:00+00,Baltimore County,North Oak,7,8,,,,
6880,2020/06/24 14:00:00+00,Baltimore County,Oak Crest,21,31,,,,
6881,2020/06/24 14:00:00+00,Baltimore County,Orchard Hill Health and Rehab,7,51,,,,
6882,2020/06/24 14:00:00+00,Baltimore County,Patapsco Valley Center,33,55,,,,
6883,2020/06/24 14:00:00+00,Baltimore County,"PowerBack Rehabilitation, Brightwood Campus",0,4,,,,
6884,2020/06/24 14:00:00+00,Baltimore County,Stella Maris,32,33,,,,
6885,2020/06/24 14:00:00+00,Baltimore County,Summit Park Health & Rehabilitation Center,16,24,,,,
6886,2020/06/24 14:00:00+00,Baltimore County,The Cottages of Perry Hall,10,12,,,,
6887,2020/06/24 14:00:00+00,Baltimore County,Village at Augsburg -- Nursing Home,45,77,,,,
6888,2020/06/24 14:00:00+00,Carroll,Birch Manor Healthcare Center,0,20,,,,
6889,2020/06/24 14:00:00+00,Carroll,Brinton Woods Health & Rehabilitation Center at Winfield,3,32,,,,
6890,2020/06/24 14:00:00+00,Carroll,Central Maryland Correctional Facility (Formerly CLF),,,20,,47,
6891,2020/06/24 14:00:00+00,Carroll,Copper Ridge,1,3,,,,
6892,2020/06/24 14:00:00+00,Carroll,Longview Nursing Home Inc.,25,43,,,,
6893,2020/06/24 14:00:00+00,Carroll,Lorien Mount Airy,17,14,,,,
6894,2020/06/24 14:00:00+00,Carroll,Lorien Taneytown,0,5,,,,
6895,2020/06/24 14:00:00+00,Carroll,Pleasant View Nursing Home,45,87,,,,
6896,2020/06/24 14:00:00+00,Carroll,Springfield Hospital Center,,,16,5,,
6897,2020/06/24 14:00:00+00,Carroll,Westminster Healthcare Center,13,89,,,,
6898,2020/06/24 14:00:00+00,Charles,SagePoint Nursing and Rehabilitation,37,107,,,,
6899,2020/06/24 14:00:00+00,Charles,The Charleston Senior Community,15,34,,,,
6900,2020/06/24 14:00:00+00,Dorchester,Chesapeake Woods Center,9,8,,,,
6901,2020/06/24 14:00:00+00,Frederick,Ballenger Creek - Genesis Healthcare,53,90,,,,
6902,2020/06/24 14:00:00+00,Frederick,Citizens Care and Rehabilitation Center - Frederick,16,14,,,,
6903,2020/06/24 14:00:00+00,Frederick,Frederick Health and Rehabilitation Center,26,31,,,,
6904,2020/06/24 14:00:00+00,Frederick,HeartFields Assisted Living at Frederick,19,11,,,,
6905,2020/06/24 14:00:00+00,Howard,Arbor Terrace Fulton,16,18,,,,
6906,2020/06/24 14:00:00+00,Howard,Brighton Gardens of Columbia,1,5,,,,
6907,2020/06/24 14:00:00+00,Howard,HeartLands Senior Living Village at Ellicott City,1,2,,,,
6908,2020/06/24 14:00:00+00,Howard,Lorien Columbia,11,29,,,,
6909,2020/06/24 14:00:00+00,Howard,Morningside House of Ellicott City,10,21,,,,
6910,2020/06/24 14:00:00+00,Howard,Shangri-La Assisted Living,7,11,,,,
6911,2020/06/24 14:00:00+00,Howard,Sunrise of Columbia,10,18,,,,
6912,2020/06/24 14:00:00+00,Kent,The Resort at Chester Manor,13,41,,,,
6913,2020/06/24 14:00:00+00,Montgomery,Aspenwood Senior Living Community,3,5,,,,
6914,2020/06/24 14:00:00+00,Montgomery,Autumn Lake Healthcare at Oakview,20,71,,,,
6915,2020/06/24 14:00:00+00,Montgomery,Bethesda Health and Rehab,36,79,,,,
6916,2020/06/24 14:00:00+00,Montgomery,Brighton Gardens at Friendship Heights,8,2,,,,
6917,2020/06/24 14:00:00+00,Montgomery,Brighton Gardens of Tuckerman Lane,30,25,,,,
6918,2020/06/24 14:00:00+00,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,10,3,,,,
6919,2020/06/24 14:00:00+00,Montgomery,Brookdale Olney,2,5,,,,
6920,2020/06/24 14:00:00+00,Montgomery,Brooke Grove Retirement Community,27,47,,,,
6921,2020/06/24 14:00:00+00,Montgomery,Cadia Healthcare Wheaton,15,40,,,,
6922,2020/06/24 14:00:00+00,Montgomery,Collingswood Rehabilitation and Healthcare Center,50,119,,,,
6923,2020/06/24 14:00:00+00,Montgomery,Fox Chase Rehabilitation & Nursing,9,7,,,,
6924,2020/06/24 14:00:00+00,Montgomery,Friends House Retirement Community,15,18,,,,
6925,2020/06/24 14:00:00+00,Montgomery,Hebrew Home of Greater Washington,55,84,,,,
6926,2020/06/24 14:00:00+00,Montgomery,Ingleside at King Farm,7,1,,,,
6927,2020/06/24 14:00:00+00,Montgomery,Layhill Center,3,19,,,,
6928,2020/06/24 14:00:00+00,Montgomery,Manor Care Wheaton,21,58,,,,
6929,2020/06/24 14:00:00+00,Montgomery,Montgomery Village Health Care Center,29,57,,,,
6930,2020/06/24 14:00:00+00,Montgomery,Potomac Valley Rehabilitation and Healthcare Center,52,92,,,,
6931,2020/06/24 14:00:00+00,Montgomery,Regency Care of Silver Spring,34,54,,,,
6932,2020/06/24 14:00:00+00,Montgomery,Seabury at Springvale Terrace,5,1,,,,
6933,2020/06/24 14:00:00+00,Montgomery,Shady Grove Center for Nursing & Rehabilitation,34,74,,,,
6934,2020/06/24 14:00:00+00,Montgomery,Sligo Creek Center - Peak Healthcare,19,24,,,,
6935,2020/06/24 14:00:00+00,Montgomery,Sunrise Senior Living Bethesda,26,16,,,,
6936,2020/06/24 14:00:00+00,Montgomery,Tribute at Black Hill,7,4,,,,
6937,2020/06/24 14:00:00+00,Montgomery,Village at Rockville,27,39,,,,
6938,2020/06/24 14:00:00+00,Prince George's,Autumn Lake Healthcare at Cherry Lane,29,101,,,,
6939,2020/06/24 14:00:00+00,Prince George's,Cadia Hyattsville,55,105,,,,
6940,2020/06/24 14:00:00+00,Prince George's,Doctors Community Rehabilitation and Patient Care Center,17,29,,,,
6941,2020/06/24 14:00:00+00,Prince George's,Henson Creek Assisted Living,2,8,,,,
6942,2020/06/24 14:00:00+00,Prince George's,Hyattsville Health and Rehab,17,45,,,,
6943,2020/06/24 14:00:00+00,Prince George's,Largo Nursing & Rehabilitation Center,11,39,,,,
6944,2020/06/24 14:00:00+00,Prince George's,Prince George's County Jail,,,37,24,,
6945,2020/06/24 14:00:00+00,Queen Anne's,Corsica Hills Center,25,43,,,,
6946,2020/06/24 14:00:00+00,Somerset,Eastern Correctional Institution,,,2,,4,
6947,2020/06/24 14:00:00+00,Somerset,Eastern Correctional Institution Annex,,,1,,1,
6948,2020/06/24 14:00:00+00,St. Mary's,Charlotte Hall Veterans Home,91,205,,,,
6949,2020/06/24 14:00:00+00,St. Mary's,Southern Maryland Pre-Release Unit,,,2,,0,
6950,2020/06/24 14:00:00+00,St. Mary's,St. Mary's Nursing Center,1,0,,,,
6951,2020/06/24 14:00:00+00,Talbot,Peake Healthcare at the Pines,2,5,,,,
6952,2020/06/24 14:00:00+00,Washington,Cadia Healthcare - Hagerstown,4,3,,,,
6953,2020/06/24 14:00:00+00,Washington,Maryland Correctional Institution Hagerstown,,,1,,2,
6954,2020/06/24 14:00:00+00,Washington,Maryland Correctional Training Center,,,8,,9,
6955,2020/06/24 14:00:00+00,Washington,Roxbury Correctional Institution,,,0,,1,
6956,2020/06/24 14:00:00+00,Washington,Sterling Care South Mountain,23,61,,,,
6957,2020/06/24 14:00:00+00,Wicomico,Anchorage Healthcare Center,7,25,,,,
6958,2020/06/24 14:00:00+00,Wicomico,Salisbury Rehabilitation and Nursing Center,39,108,,,,
6959,2020/06/24 14:00:00+00,Worcester,Berlin Nursing and Rehabilitation Center,33,68,,,,
6960,2020/06/24 14:00:00+00,Worcester,Peake Healthcare at Hartley Hall (Autumn Lake Healthcare at Hartley Hall),2,0,,,,
6961,2020/07/01 14:00:00+00,Allegany,Cumberland Healthcare Center,36,88,,,,
6962,2020/07/01 14:00:00+00,Allegany,North Branch Correctional Institution,,,2,,11,
6963,2020/07/01 14:00:00+00,Allegany,Western Correctional Institution,,,3,,1,
6964,2020/07/01 14:00:00+00,Anne Arundel,Anne Arundel Detention Center Jennifer Road,,,3,0,,
6965,2020/07/01 14:00:00+00,Anne Arundel,Arbor Terrace Waugh Chapel,6,3,,,,
6966,2020/07/01 14:00:00+00,Anne Arundel,Brightview Severna Park,3,3,,,,
6967,2020/07/01 14:00:00+00,Anne Arundel,Crofton Care and Rehabilitation,22,76,,,,
6968,2020/07/01 14:00:00+00,Anne Arundel,Dorsey Run Correctional Facility,,,35,,56,
6969,2020/07/01 14:00:00+00,Anne Arundel,Genesis Waugh Chapel,18,62,,,,
6970,2020/07/01 14:00:00+00,Anne Arundel,Ginger Cove,30,16,,,,
6971,2020/07/01 14:00:00+00,Anne Arundel,Glen Burnie Health and Rehabilitation Center,15,49,,,,
6972,2020/07/01 14:00:00+00,Anne Arundel,Jessup Correctional Institution *Including Baltimore Pretrial Complex (BPFJ),,,55,,93,
6973,2020/07/01 14:00:00+00,Anne Arundel,Maryland Correctional Institution - Jessup,,,33,,148,
6974,2020/07/01 14:00:00+00,Anne Arundel,Maryland Correctional Institution for Women,,,52,,25,
6975,2020/07/01 14:00:00+00,Anne Arundel,Patuxent Institution *Including Correctional Mental Health Center-Jessup,,,57,,39,
6976,2020/07/01 14:00:00+00,Anne Arundel,Spa Creek Center,15,34,,,,
6977,2020/07/01 14:00:00+00,Baltimore City,Autumn Lake Healthcare at Bridgepark,20,60,,,,
6978,2020/07/01 14:00:00+00,Baltimore City,Baltimore Central Booking and Intake Center,,,48,,77,
6979,2020/07/01 14:00:00+00,Baltimore City,Baltimore City Correctional Center,,,2,,0,
6980,2020/07/01 14:00:00+00,Baltimore City,Baltimore City Juvenile Justice Center,,,12,,,0
6981,2020/07/01 14:00:00+00,Baltimore City,Blue Point Healthcare Center,29,85,,,,
6982,2020/07/01 14:00:00+00,Baltimore City,Chesapeake Detention Facility (Formerly MCAC),,,29,,1,
6983,2020/07/01 14:00:00+00,Baltimore City,Fayette Health and Rehabilitation Center,46,67,,,,
6984,2020/07/01 14:00:00+00,Baltimore City,Future Care Irvington,40,82,,,,
6985,2020/07/01 14:00:00+00,Baltimore City,FutureCare Canton Harbor,11,12,,,,
6986,2020/07/01 14:00:00+00,Baltimore City,FutureCare Homewood,0,1,,,,
6987,2020/07/01 14:00:00+00,Baltimore City,FutureCare Sandtown,48,61,,,,
6988,2020/07/01 14:00:00+00,Baltimore City,Genesis Long Green Center,5,1,,,,
6989,2020/07/01 14:00:00+00,Baltimore City,Keswick Multi-Care Center,15,16,,,,
6990,2020/07/01 14:00:00+00,Baltimore City,Manor Care Roland Park,9,25,,,,
6991,2020/07/01 14:00:00+00,Baltimore City,"Maryland Reception, Diagnostic and Classification Center",,,32,,11,
6992,2020/07/01 14:00:00+00,Baltimore City,Metropolitan Transition Center,,,44,,17,
6993,2020/07/01 14:00:00+00,Baltimore City,Northwest Health and Rehab Center,3,1,,,,
6994,2020/07/01 14:00:00+00,Baltimore City,Nursing and Rehab Center at Stadium Place,11,4,,,,
6995,2020/07/01 14:00:00+00,Baltimore City,Overlea Health and Rehab,1,6,,,,
6996,2020/07/01 14:00:00+00,Baltimore City,Post Acute Care Center,25,71,,,,
6997,2020/07/01 14:00:00+00,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,22,30,,,,
6998,2020/07/01 14:00:00+00,Baltimore City,Tudor Heights Assisted Living,0,2,,,,
6999,2020/07/01 14:00:00+00,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,25,62,,,,
7000,2020/07/01 14:00:00+00,Baltimore City,Youth Detention Center,,,3,,2,
7001,2020/07/01 14:00:00+00,Baltimore County,Arden Courts of Pikesville,3,25,,,,
7002,2020/07/01 14:00:00+00,Baltimore County,Autumn Lake Healthcare at Riverview,27,22,,,,
7003,2020/07/01 14:00:00+00,Baltimore County,Baltimore County Detention Center,,,6,8,,
7004,2020/07/01 14:00:00+00,Baltimore County,Brookdale of Towson,1,0,,,,
7005,2020/07/01 14:00:00+00,Baltimore County,Charlestown Senior Living Community,35,32,,,,
7006,2020/07/01 14:00:00+00,Baltimore County,Commonwealth Senior Living Cockeysville,1,0,,,,
7007,2020/07/01 14:00:00+00,Baltimore County,Edenwald,11,1,,,,
7008,2020/07/01 14:00:00+00,Baltimore County,Frederick Villa Nursing and Rehabilitation Center,40,74,,,,
7009,2020/07/01 14:00:00+00,Baltimore County,FutureCare Northpoint,21,48,,,,
7010,2020/07/01 14:00:00+00,Baltimore County,Genesis Cromwell Center,13,43,,,,
7011,2020/07/01 14:00:00+00,Baltimore County,Genesis Perring Parkway,1,0,,,,
7012,2020/07/01 14:00:00+00,Baltimore County,Glen Meadows Retirement Community,13,15,,,,
7013,2020/07/01 14:00:00+00,Baltimore County,Greater Baltimore Medical Center Sub Acute Unit,1,0,,,,
7014,2020/07/01 14:00:00+00,Baltimore County,Holly Hills Manor,21,49,,,,
7015,2020/07/01 14:00:00+00,Baltimore County,King David Nursing and Rehabilitation Center,16,46,,,,
7016,2020/07/01 14:00:00+00,Baltimore County,Lighthouse Senior Living at Hopkins Creek,1,0,,,,
7017,2020/07/01 14:00:00+00,Baltimore County,ManorCare Health Services - Ruxton,28,70,,,,
7018,2020/07/01 14:00:00+00,Baltimore County,ManorCare Health Services- Towson,8,5,,,,
7019,2020/07/01 14:00:00+00,Baltimore County,Maria Health Care Center,9,0,,,,
7020,2020/07/01 14:00:00+00,Baltimore County,Meadow Park Rehabilitation and Healthcare,27,41,,,,
7021,2020/07/01 14:00:00+00,Baltimore County,North Oak,8,9,,,,
7022,2020/07/01 14:00:00+00,Baltimore County,Orchard Hill Health and Rehab,7,51,,,,
7023,2020/07/01 14:00:00+00,Baltimore County,Patapsco Valley Center,33,55,,,,
7024,2020/07/01 14:00:00+00,Baltimore County,"PowerBack Rehabilitation, Brightwood Campus",0,5,,,,
7025,2020/07/01 14:00:00+00,Baltimore County,St. John Neumann Residence,1,2,,,,
7026,2020/07/01 14:00:00+00,Baltimore County,Stella Maris,35,35,,,,
7027,2020/07/01 14:00:00+00,Baltimore County,The Cottages of Perry Hall,10,12,,,,
7028,2020/07/01 14:00:00+00,Baltimore County,Village at Augsburg -- Nursing Home,45,78,,,,
7029,2020/07/01 14:00:00+00,Baltimore County,Woodholme Garden,2,0,,,,
7030,2020/07/01 14:00:00+00,Carroll,Birch Manor Healthcare Center,0,20,,,,
7031,2020/07/01 14:00:00+00,Carroll,Brinton Woods Health & Rehabilitation Center at Winfield,3,35,,,,
7032,2020/07/01 14:00:00+00,Carroll,Central Maryland Correctional Facility (Formerly CLF),,,20,,58,
7033,2020/07/01 14:00:00+00,Carroll,Longview Nursing Home Inc.,25,43,,,,
7034,2020/07/01 14:00:00+00,Carroll,Lorien Mount Airy,17,14,,,,
7035,2020/07/01 14:00:00+00,Carroll,Lorien Taneytown,1,5,,,,
7036,2020/07/01 14:00:00+00,Carroll,Pleasant View Nursing Home,45,87,,,,
7037,2020/07/01 14:00:00+00,Carroll,Springfield Hospital Center,,,17,7,,
7038,2020/07/01 14:00:00+00,Carroll,Westminster Healthcare Center,13,89,,,,
7039,2020/07/01 14:00:00+00,Charles,The Charleston Senior Community,15,34,,,,
7040,2020/07/01 14:00:00+00,Dorchester,Chesapeake Woods Center,9,8,,,,
7041,2020/07/01 14:00:00+00,Frederick,Ballenger Creek - Genesis Healthcare,58,93,,,,
7042,2020/07/01 14:00:00+00,Frederick,Frederick Health and Rehabilitation Center,26,31,,,,
7043,2020/07/01 14:00:00+00,Frederick,Glade Valley Center - Genesis Healthcare,10,19,,,,
7044,2020/07/01 14:00:00+00,Harford,Sterling at Riverside,1,0,,,,
7045,2020/07/01 14:00:00+00,Howard,Arbor Terrace Fulton,16,19,,,,
7046,2020/07/01 14:00:00+00,Howard,Brighton Gardens of Columbia,3,5,,,,
7047,2020/07/01 14:00:00+00,Howard,Clifton T. Perkins Hospital Center,,,17,21,,
7048,2020/07/01 14:00:00+00,Howard,Encore at Turf Valley,5,3,,,,
7049,2020/07/01 14:00:00+00,Howard,HeartLands Senior Living Village at Ellicott City,1,11,,,,
7050,2020/07/01 14:00:00+00,Howard,Lighthouse Senior Living at Ellicott City,0,7,,,,
7051,2020/07/01 14:00:00+00,Howard,Lorien Columbia,14,36,,,,
7052,2020/07/01 14:00:00+00,Howard,Morningside House of Ellicott City,10,22,,,,
7053,2020/07/01 14:00:00+00,Howard,Sunrise of Columbia,10,18,,,,
7054,2020/07/01 14:00:00+00,Kent,The Resort at Chester Manor,13,41,,,,
7055,2020/07/01 14:00:00+00,Montgomery,Arden Courts of Silver Spring,5,43,,,,
7056,2020/07/01 14:00:00+00,Montgomery,Autumn Lake Healthcare at Oakview,21,71,,,,
7057,2020/07/01 14:00:00+00,Montgomery,Brighton Gardens at Friendship Heights,8,2,,,,
7058,2020/07/01 14:00:00+00,Montgomery,Brighton Gardens of Tuckerman Lane,30,25,,,,
7059,2020/07/01 14:00:00+00,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,10,3,,,,
7060,2020/07/01 14:00:00+00,Montgomery,Brookdale Olney,2,5,,,,
7061,2020/07/01 14:00:00+00,Montgomery,Brooke Grove Retirement Community,27,47,,,,
7062,2020/07/01 14:00:00+00,Montgomery,Cadia Healthcare Wheaton,15,40,,,,
7063,2020/07/01 14:00:00+00,Montgomery,Collingswood Rehabilitation and Healthcare Center,56,119,,,,
7064,2020/07/01 14:00:00+00,Montgomery,Fox Chase Rehabilitation & Nursing,9,7,,,,
7065,2020/07/01 14:00:00+00,Montgomery,Hebrew Home of Greater Washington,59,94,,,,
7066,2020/07/01 14:00:00+00,Montgomery,Ingleside at King Farm,8,1,,,,
7067,2020/07/01 14:00:00+00,Montgomery,Kensington Park,6,0,,,,
7068,2020/07/01 14:00:00+00,Montgomery,Manor Care Wheaton,21,58,,,,
7069,2020/07/01 14:00:00+00,Montgomery,Montgomery Village Health Care Center,30,57,,,,
7070,2020/07/01 14:00:00+00,Montgomery,Regency Care of Silver Spring,35,54,,,,
7071,2020/07/01 14:00:00+00,Montgomery,Shady Grove Center for Nursing & Rehabilitation,34,74,,,,
7072,2020/07/01 14:00:00+00,Montgomery,Sligo Creek Center - Peak Healthcare,19,24,,,,
7073,2020/07/01 14:00:00+00,Montgomery,Sunrise Senior Living Bethesda,26,16,,,,
7074,2020/07/01 14:00:00+00,Montgomery,The Landing of Silver Spring,18,15,,,,
7075,2020/07/01 14:00:00+00,Montgomery,Tribute at Black Hill,8,4,,,,
7076,2020/07/01 14:00:00+00,Montgomery,Village at Rockville,28,42,,,,
7077,2020/07/01 14:00:00+00,Prince George's,Autumn Lake Healthcare at Cherry Lane,29,101,,,,
7078,2020/07/01 14:00:00+00,Prince George's,Cadia Hyattsville,56,105,,,,
7079,2020/07/01 14:00:00+00,Prince George's,Doctors Community Rehabilitation and Patient Care Center,19,29,,,,
7080,2020/07/01 14:00:00+00,Prince George's,Henson Creek Assisted Living,2,8,,,,
7081,2020/07/01 14:00:00+00,Prince George's,Hyattsville Health and Rehab,17,45,,,,
7082,2020/07/01 14:00:00+00,Prince George's,Prince George's County Jail,,,37,24,,
7083,2020/07/01 14:00:00+00,Queen Anne's,Corsica Hills Center,26,46,,,,
7084,2020/07/01 14:00:00+00,Somerset,Eastern Correctional Institution,,,2,,4,
7085,2020/07/01 14:00:00+00,Somerset,Eastern Correctional Institution Annex,,,1,,1,
7086,2020/07/01 14:00:00+00,St. Mary's,Charlotte Hall Veterans Home,93,205,,,,
7087,2020/07/01 14:00:00+00,St. Mary's,Southern Maryland Pre-Release Unit,,,2,,0,
7088,2020/07/01 14:00:00+00,St. Mary's,St. Mary's Nursing Center,4,0,,,,
7089,2020/07/01 14:00:00+00,Talbot,Peake Healthcare at the Pines,3,5,,,,
7090,2020/07/01 14:00:00+00,Washington,Cadia Healthcare - Hagerstown,4,3,,,,
7091,2020/07/01 14:00:00+00,Washington,Maryland Correctional Institution Hagerstown,,,2,,6,
7092,2020/07/01 14:00:00+00,Washington,Maryland Correctional Training Center,,,8,,15,
7093,2020/07/01 14:00:00+00,Washington,Roxbury Correctional Institution,,,1,,18,
