DATE,COUNTY,FACILITY_NAME,"Staff:_Nursing,_Assisted_Living,_Group_Homes_Affected_Facilities","Residents:_Nursing,_Assisted_Living,_Group_Homes_Affected_Facilities",Staff:_State_and_Local_Affected_Facilities,Patients:_State_and_Local_Affected_Facilities,Inmates:_State_and_Local_Affected_Facilities,Youth:_State_and_Local_Affected_Facilities,OBJECTID
5/20/2020,Charles,The Charleston Senior Community,10,34,N/A,N/A,N/A,N/A,831
5/20/2020,Dorchester,Chesapeake Woods Center,1,0,N/A,N/A,N/A,N/A,832
5/20/2020,Dorchester,Chesapeake Woods Center,1,0,N/A,N/A,N/A,N/A,833
5/20/2020,Dorchester,Eastern Shore Hospital Center,N/A,N/A,3,0,N/A,N/A,834
5/20/2020,Frederick,Ballenger Creek - Genesis Healthcare,44,89,N/A,N/A,N/A,N/A,835
5/20/2020,Frederick,Citizens Care and Rehabilitation Center of Frederick,14,14,N/A,N/A,N/A,N/A,836
5/20/2020,Frederick,Country Meadows of Frederick,20,29,N/A,N/A,N/A,N/A,837
5/20/2020,Frederick,Edenton Retirement Community,4,0,N/A,N/A,N/A,N/A,838
5/20/2020,Frederick,Glade Valley Center - Genesis Healthcare,4,14,N/A,N/A,N/A,N/A,839
5/20/2020,Frederick,Homewood at Frederick,33,40,N/A,N/A,N/A,N/A,840
5/20/2020,Frederick,Montevue Assisted Living,0,1,N/A,N/A,N/A,N/A,841
5/20/2020,Frederick,Northampton Manor Nursing and Rehabilitation Center,21,67,N/A,N/A,N/A,N/A,842
5/20/2020,Frederick,Somerford House Frederick,7,2,N/A,N/A,N/A,N/A,843
5/20/2020,Frederick,Spring Arbor of Frederick,1,0,N/A,N/A,N/A,N/A,844
5/20/2020,Frederick,Tranquility of Frederickstowne,6,6,N/A,N/A,N/A,N/A,845
5/20/2020,Frederick,Victor Cullen Center,N/A,N/A,1,N/A,N/A,0,846
5/20/2020,Harford,Bel Air Health and Rehabilitation Center,28,84,N/A,N/A,N/A,N/A,847
5/20/2020,Harford,Forest Hill Health & Rehab Center,30,89,N/A,N/A,N/A,N/A,848
5/20/2020,Howard,Brighton Gardens of Columbia,1,0,N/A,N/A,N/A,N/A,849
5/20/2020,Howard,Clifton T. Perkins Hospital Center,N/A,N/A,14,15,N/A,N/A,850
5/20/2020,Howard,Ellicott City Healthcare Center,34,105,N/A,N/A,N/A,N/A,851
5/20/2020,Howard,Howard County Detention Center,N/A,N/A,2,0,N/A,N/A,852
5/20/2020,Howard,Lorien Columbia,3,10,N/A,N/A,N/A,N/A,853
5/20/2020,Howard,Lorien Elkridge,3,15,N/A,N/A,N/A,N/A,854
5/20/2020,Howard,Lorien Harmony Hall,1,0,N/A,N/A,N/A,N/A,855
5/20/2020,Howard,Lutheran Village at Miller's Grant,1,1,N/A,N/A,N/A,N/A,856
5/20/2020,Howard,Morningside House of Ellicott City,1,1,N/A,N/A,N/A,N/A,857
5/20/2020,Howard,Residences at Vantage Point,4,3,N/A,N/A,N/A,N/A,858
5/20/2020,Howard,Sunrise of Columbia,8,11,N/A,N/A,N/A,N/A,859
5/20/2020,Kent,Peak Healthcare Chestertown,13,60,N/A,N/A,N/A,N/A,860
5/20/2020,Kent,The Resort at Chester Manor,4,22,N/A,N/A,N/A,N/A,861
5/20/2020,Montgomery,Alfred D. Noyes Children's Center,N/A,N/A,2,N/A,N/A,0,862
5/20/2020,Montgomery,Alfred House One,0,1,N/A,N/A,N/A,N/A,863
5/20/2020,Montgomery,Arcola Health and Rehabilitation Center,13,21,N/A,N/A,N/A,N/A,864
5/20/2020,Montgomery,Arden Courts of Kensington,3,22,N/A,N/A,N/A,N/A,865
5/20/2020,Montgomery,Arden Courts of Potomac,6,20,N/A,N/A,N/A,N/A,866
5/20/2020,Montgomery,Arden Courts of Silver Spring,3,18,N/A,N/A,N/A,N/A,867
5/20/2020,Montgomery,Aspenwood Senior Living Community,1,2,N/A,N/A,N/A,N/A,868
5/20/2020,Montgomery,Autumn Lake Healthcare at Oakview,17,63,N/A,N/A,N/A,N/A,869
5/20/2020,Montgomery,Bedford Court,10,4,N/A,N/A,N/A,N/A,870
5/20/2020,Montgomery,Bel Pre Healthcare Center,11,50,N/A,N/A,N/A,N/A,871
5/20/2020,Montgomery,Bethesda Health and Rehab,23,68,N/A,N/A,N/A,N/A,872
5/20/2020,Montgomery,Brighton Gardens at Friendship Heights,0,2,N/A,N/A,N/A,N/A,873
5/20/2020,Montgomery,Brighton Gardens of Tuckerman Lane,17,24,N/A,N/A,N/A,N/A,874
5/20/2020,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,10,2,N/A,N/A,N/A,N/A,875
5/20/2020,Montgomery,Brightview West End - Brightview Senior Living,4,4,N/A,N/A,N/A,N/A,876
5/20/2020,Montgomery,Brookdale Olney,1,4,N/A,N/A,N/A,N/A,877
5/20/2020,Montgomery,Brookdale Potomac Assisted Living,4,15,N/A,N/A,N/A,N/A,878
5/20/2020,Montgomery,Brooke Grove Retirement Community,24,56,N/A,N/A,N/A,N/A,879
5/20/2020,Montgomery,Brookeville House,2,3,N/A,N/A,N/A,N/A,880
5/20/2020,Montgomery,"Cadia Healthcare of Springbrook, MD",16,18,N/A,N/A,N/A,N/A,881
5/20/2020,Montgomery,Cadia Healthcare Wheaton,8,32,N/A,N/A,N/A,N/A,882
5/20/2020,Montgomery,Carriage Hill,17,13,N/A,N/A,N/A,N/A,883
5/20/2020,Montgomery,Cedar Creek Memory Care Homes- Maple Ridge,10,10,N/A,N/A,N/A,N/A,884
5/20/2020,Montgomery,Collingswood Rehabilitation and Healthcare Center,36,100,N/A,N/A,N/A,N/A,885
5/20/2020,Montgomery,Fairland Center,6,3,N/A,N/A,N/A,N/A,886
5/20/2020,Montgomery,Fox Chase Rehabilitation & Nursing,3,7,N/A,N/A,N/A,N/A,887
5/20/2020,Montgomery,Hebrew Home of Greater Washington,31,49,N/A,N/A,N/A,N/A,888
5/20/2020,Montgomery,JK House of Grace,1,0,N/A,N/A,N/A,N/A,889
5/20/2020,Montgomery,Kensington Healthcare Center,8,53,N/A,N/A,N/A,N/A,890
5/20/2020,Montgomery,Kensington Park,23,28,N/A,N/A,N/A,N/A,891
5/20/2020,Montgomery,Kindley Assisted Living at Asbury Methodist Village,5,2,N/A,N/A,N/A,N/A,892
5/20/2020,Montgomery,Layhill Center,3,11,N/A,N/A,N/A,N/A,893
5/20/2020,Montgomery,Manor Care Silver Spring,29,69,N/A,N/A,N/A,N/A,894
5/20/2020,Montgomery,Manor Care Wheaton,17,58,N/A,N/A,N/A,N/A,895
5/20/2020,Montgomery,ManorCare Health Services - Chevy Chase,4,39,N/A,N/A,N/A,N/A,896
5/20/2020,Montgomery,ManorCare Health Services Bethesda,12,52,N/A,N/A,N/A,N/A,897
5/20/2020,Montgomery,ManorCare Potomac,20,54,N/A,N/A,N/A,N/A,898
5/20/2020,Montgomery,"Maplewood of Park Place, Sunrise Senior Living",7,2,N/A,N/A,N/A,N/A,899
5/20/2020,Montgomery,Marian Assisted Living,1,3,N/A,N/A,N/A,N/A,900
5/20/2020,Montgomery,Montgomery Village Health Care Center,22,52,N/A,N/A,N/A,N/A,901
5/20/2020,Montgomery,Olney Memory Care,7,9,N/A,N/A,N/A,N/A,902
5/20/2020,Montgomery,Potomac Valley Rehabilitation and Healthcare Center,44,87,N/A,N/A,N/A,N/A,903
5/20/2020,Montgomery,Regency Care of Silver Spring,32,54,N/A,N/A,N/A,N/A,904
5/20/2020,Montgomery,Rockville Nursing Home,21,41,N/A,N/A,N/A,N/A,905
5/20/2020,Montgomery,Seabury at Springvale Terrace,3,1,N/A,N/A,N/A,N/A,906
5/20/2020,Montgomery,Shady Grove Center for Nursing & Rehabilitation,15,36,N/A,N/A,N/A,N/A,907
5/20/2020,Montgomery,Sligo Creek Center - Genesis Healthcare,3,8,N/A,N/A,N/A,N/A,908
5/20/2020,Montgomery,Sunrise at Montgomery Village,18,14,N/A,N/A,N/A,N/A,909
5/20/2020,Montgomery,Sunrise of Chevy Chase,7,7,N/A,N/A,N/A,N/A,910
5/20/2020,Montgomery,Sunrise Senior Living - Sunrise at Fox Hill,9,10,N/A,N/A,N/A,N/A,911
5/20/2020,Montgomery,Sunrise Senior Living Bethesda,9,18,N/A,N/A,N/A,N/A,912
5/20/2020,Montgomery,The Landing of Silver Spring,16,13,N/A,N/A,N/A,N/A,913
5/20/2020,Montgomery,The Manor,1,1,N/A,N/A,N/A,N/A,914
5/20/2020,Montgomery,Tribute at Black Hill,7,4,N/A,N/A,N/A,N/A,915
5/20/2020,Montgomery,Village at Rockville,13,31,N/A,N/A,N/A,N/A,916
5/20/2020,Montgomery,Wilson Health Care Center at Asbury Methodist Village,23,71,N/A,N/A,N/A,N/A,917
5/20/2020,Montgomery,Wintergrowth Assisted Living,1,10,N/A,N/A,N/A,N/A,918
5/20/2020,Prince George's,Adelphi Nursing and Rehabilitation,13,45,N/A,N/A,N/A,N/A,919
5/20/2020,Prince George's,Arbor Terrace Senior Living,0,1,N/A,N/A,N/A,N/A,920
5/20/2020,Prince George's,Autumn Lake Healthcare at Cherry Lane,22,86,N/A,N/A,N/A,N/A,921
5/20/2020,Prince George's,Bradford Oaks Center,8,0,N/A,N/A,N/A,N/A,922
5/20/2020,Prince George's,Brookdale Woodward Estates,5,7,N/A,N/A,N/A,N/A,923
5/20/2020,Prince George's,Cadia Hyattsville,24,26,N/A,N/A,N/A,N/A,924
5/20/2020,Prince George's,Cheltenham Youth Detention Center,N/A,N/A,1,N/A,N/A,0,925
5/20/2020,Prince George's,Clinton Nursing and Rehabilitation Center,40,156,N/A,N/A,N/A,N/A,926
5/20/2020,Prince George's,Collington,5,11,N/A,N/A,N/A,N/A,927
5/20/2020,Prince George's,Crescent Cities,7,33,N/A,N/A,N/A,N/A,928
5/20/2020,Prince George's,Doctors Community Rehabilitation and Patient Care Center,5,29,N/A,N/A,N/A,N/A,929
5/20/2020,Prince George's,Forestville Healthcare Center,12,19,N/A,N/A,N/A,N/A,930
5/20/2020,Prince George's,Fort Washington Health Center,9,37,N/A,N/A,N/A,N/A,931
5/20/2020,Prince George's,Future Care Capitol Region,22,37,N/A,N/A,N/A,N/A,932
5/20/2020,Prince George's,Future Care Pineview,15,6,N/A,N/A,N/A,N/A,933
5/20/2020,Prince George's,"Hillhaven Assisted Living, Nursing and Rehabilitation Center",26,37,N/A,N/A,N/A,N/A,934
5/20/2020,Prince George's,Hyattsville Health and Rehab,11,37,N/A,N/A,N/A,N/A,935
5/20/2020,Prince George's,Largo Nursing & Rehabilitation Center,11,21,N/A,N/A,N/A,N/A,936
5/20/2020,Prince George's,Larkin Chase Center,25,80,N/A,N/A,N/A,N/A,937
5/20/2020,Prince George's,Patuxent River Health and Rehabilitation Center,20,22,N/A,N/A,N/A,N/A,938
5/20/2020,Prince George's,Prince George's County Jail,N/A,N/A,34,19,N/A,N/A,939
5/20/2020,Prince George's,Riderwood Village - Arbor Ridge,59,76,N/A,N/A,N/A,N/A,940
5/20/2020,Prince George's,Sacred Heart Home Inc,4,6,N/A,N/A,N/A,N/A,941
5/20/2020,Prince George's,The W Assisted LIving,0,5,N/A,N/A,N/A,N/A,942
5/20/2020,Prince George's,Villa Rosa Nursing & Rehabilitation Center,4,21,N/A,N/A,N/A,N/A,943
5/20/2020,Queen Anne's,Corsica Hills Center,5,2,N/A,N/A,N/A,N/A,944
5/20/2020,Somerset,Eastern Correctional Institution,N/A,N/A,2,N/A,0,N/A,945
5/20/2020,Somerset,Eastern Correctional Institution Annex,N/A,N/A,1,N/A,0,N/A,946
5/20/2020,Somerset,Manokin Rehab and Healthcare Services,0,1,N/A,N/A,N/A,N/A,947
5/20/2020,Somerset,Somerset County Detention Center,N/A,N/A,2,0,N/A,N/A,948
5/20/2020,St. Mary's,Charlotte Hall Veterans Home,45,92,N/A,N/A,N/A,N/A,949
5/20/2020,St. Mary's,Chesapeake Shores,6,2,N/A,N/A,N/A,N/A,950
5/20/2020,St. Mary's,Southern Maryland Pre-Release Unit,N/A,N/A,1,N/A,0,N/A,951
5/20/2020,St. Mary's,St. Mary's County Detention Center,N/A,N/A,1,0,N/A,N/A,952
5/20/2020,Talbot,Bayleigh Chase,1,0,N/A,N/A,N/A,N/A,953
5/20/2020,Washington,Homewood Hilltop,1,5,N/A,N/A,N/A,N/A,954
5/20/2020,Washington,Maryland Correctional Institution Hagerstown,N/A,N/A,1,N/A,0,N/A,955
5/20/2020,Washington,Maryland Correctional Training Center,N/A,N/A,3,N/A,0,N/A,956
5/20/2020,Washington,Ravenwood Nursing Care Center,2,0,N/A,N/A,N/A,N/A,957
5/20/2020,Washington,Roxbury Correctional Institution,N/A,N/A,0,N/A,1,N/A,958
5/20/2020,Washington,Sterling Care South Mountain,4,21,N/A,N/A,N/A,N/A,959
5/20/2020,Wicomico,Anchorage Healthcare Center,5,25,N/A,N/A,N/A,N/A,960
5/20/2020,Wicomico,Salisbury Rehabilitation and Nursing Center,8,45,N/A,N/A,N/A,N/A,961
5/20/2020,Wicomico,Sterling Care at Harbor Point,1,0,N/A,N/A,N/A,N/A,962
5/20/2020,Wicomico,Wicomico Detention Center,N/A,N/A,1,0,N/A,N/A,963
5/20/2020,Worcester,Berlin Nursing and Rehabilitation Center,19,45,N/A,N/A,N/A,N/A,964
5/20/2020,Worcester,Peake Healthcare at Hartley Hall (Autumn Lake Healthcare at Hartley Hall),1,0,N/A,N/A,N/A,N/A,965
5/20/2020,Worcester,Signature Healthcare at Mallard Bay,1,0,N/A,N/A,N/A,N/A,966
5/27/2020,Allegany,Cumberland Healthcare Center,34,85,N/A,N/A,N/A,N/A,967
5/27/2020,Allegany,Moran Manor Nursing and Rehabilitation Center,0,1,N/A,N/A,N/A,N/A,968
5/27/2020,Allegany,North Branch Correctional Institution,N/A,N/A,1,N/A,0,N/A,969
5/27/2020,Allegany,Sterling Care Frostburg Village,1,2,N/A,N/A,N/A,N/A,970
5/27/2020,Allegany,The Thomas B. Finan Center,N/A,N/A,0,1,N/A,N/A,971
5/27/2020,Allegany,Western Correctional Institution,N/A,N/A,2,N/A,0,N/A,972
5/27/2020,Anne Arundel,Anne Arundel Detention Center Jennifer Road,N/A,N/A,1,0,N/A,N/A,973
5/27/2020,Anne Arundel,Atria Manresa,3,12,N/A,N/A,N/A,N/A,974
5/27/2020,Anne Arundel,Baywoods of Annapolis,5,2,N/A,N/A,N/A,N/A,975
5/27/2020,Anne Arundel,Crofton Care and Rehabilitation,9,45,N/A,N/A,N/A,N/A,976
5/27/2020,Anne Arundel,Dorsey Run Correctional Facility,N/A,N/A,32,N/A,14,N/A,977
5/27/2020,Anne Arundel,Fairfield Nursing and Rehabilitation Center,28,34,N/A,N/A,N/A,N/A,978
5/27/2020,Anne Arundel,FutureCare Chesapeake,51,80,N/A,N/A,N/A,N/A,979
5/27/2020,Anne Arundel,Genesis Hammonds Lane,0,1,N/A,N/A,N/A,N/A,980
5/27/2020,Anne Arundel,Genesis Severna Park,3,8,N/A,N/A,N/A,N/A,981
5/27/2020,Anne Arundel,Genesis Waugh Chapel,17,57,N/A,N/A,N/A,N/A,982
5/27/2020,Anne Arundel,Ginger Cove,29,16,N/A,N/A,N/A,N/A,983
5/27/2020,Anne Arundel,Glen Burnie Health and Rehabilitation Center,3,17,N/A,N/A,N/A,N/A,984
5/27/2020,Anne Arundel,Heritage Harbour Health and Rehabilitation Center,9,32,N/A,N/A,N/A,N/A,985
5/27/2020,Anne Arundel,Inspiration Memory Care Linthicum,8,22,N/A,N/A,N/A,N/A,986
5/27/2020,Anne Arundel,Jessup Correctional Institution *Including Baltimore Pretrial Complex (BPFJ),N/A,N/A,51,N/A,48,N/A,987
5/27/2020,Anne Arundel,Marley Neck Health and Rehabilitation Center,8,24,N/A,N/A,N/A,N/A,988
5/27/2020,Anne Arundel,Maryland Correctional Institution - Jessup,N/A,N/A,16,N/A,11,N/A,989
5/27/2020,Anne Arundel,Maryland Correctional Institution for Women,N/A,N/A,39,N/A,15,N/A,990
5/27/2020,Anne Arundel,Morningside House of Friendship,2,0,N/A,N/A,N/A,N/A,991
5/27/2020,Anne Arundel,North Arundel Health and Rehabilitation Center,29,49,N/A,N/A,N/A,N/A,992
5/27/2020,Anne Arundel,Patuxent Institution *Including Correctional Mental Health Center-Jessup,N/A,N/A,39,N/A,19,N/A,993
5/27/2020,Anne Arundel,Regency Park Assisted Living,0,11,N/A,N/A,N/A,N/A,994
5/27/2020,Anne Arundel,Somerford Assisted Living,5,7,N/A,N/A,N/A,N/A,995
5/27/2020,Anne Arundel,Spa Creek Center,11,27,N/A,N/A,N/A,N/A,996
5/27/2020,Baltimore City,Autumn Lake Healthcare at Bridgepark,20,58,N/A,N/A,N/A,N/A,997
5/27/2020,Baltimore City,Baltimore Central Booking and Intake Center,N/A,N/A,24,N/A,17,N/A,998
5/27/2020,Baltimore City,Baltimore City Correctional Center,N/A,N/A,2,N/A,0,N/A,999
5/27/2020,Baltimore City,Baltimore City Juvenile Justice Center,N/A,N/A,2,N/A,N/A,2,1000
5/27/2020,Baltimore City,Blue Point Healthcare Center,4,31,N/A,N/A,N/A,N/A,1001
5/27/2020,Baltimore City,Chesapeake Detention Facility (Formerly MCAC),N/A,N/A,5,N/A,1,N/A,1002
5/27/2020,Baltimore City,Esther's Place at Pinewood,1,11,N/A,N/A,N/A,N/A,1003
5/27/2020,Baltimore City,Fayette Health and Rehabilitation Center,14,12,N/A,N/A,N/A,N/A,1004
5/27/2020,Baltimore City,Future Care Charles Village,28,76,N/A,N/A,N/A,N/A,1005
5/27/2020,Baltimore City,Future Care Irvington,35,69,N/A,N/A,N/A,N/A,1006
5/27/2020,Baltimore City,FutureCare Canton Harbor,8,12,N/A,N/A,N/A,N/A,1007
5/27/2020,Baltimore City,FutureCare Cold Spring,15,36,N/A,N/A,N/A,N/A,1008
5/27/2020,Baltimore City,FutureCare Good Samaritan,10,28,N/A,N/A,N/A,N/A,1009
5/27/2020,Baltimore City,FutureCare Homewood,3,4,N/A,N/A,N/A,N/A,1010
5/27/2020,Baltimore City,FutureCare Lochearn,94,158,N/A,N/A,N/A,N/A,1011
5/27/2020,Baltimore City,FutureCare Sandtown,32,56,N/A,N/A,N/A,N/A,1012
5/27/2020,Baltimore City,Keswick Multi-Care Center,5,12,N/A,N/A,N/A,N/A,1013
5/27/2020,Baltimore City,Levindale Hebrew Geriatric Center and Hospital,39,57,N/A,N/A,N/A,N/A,1014
5/27/2020,Baltimore City,"Maryland Reception, Diagnostic and Classification Center",N/A,N/A,27,N/A,3,N/A,1015
5/27/2020,Baltimore City,Metropolitan Transition Center,N/A,N/A,41,N/A,12,N/A,1016
5/27/2020,Baltimore City,Nursing and Rehab Center at Stadium Place,8,3,N/A,N/A,N/A,N/A,1017
5/27/2020,Baltimore City,Peak Health Caton Manor,6,44,N/A,N/A,N/A,N/A,1018
5/27/2020,Baltimore City,Post Acute Care Center,18,70,N/A,N/A,N/A,N/A,1019
5/27/2020,Baltimore City,Roland Park Place,5,7,N/A,N/A,N/A,N/A,1020
5/27/2020,Baltimore City,Rosemarie Manor Inc.,1,0,N/A,N/A,N/A,N/A,1021
5/27/2020,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,21,24,N/A,N/A,N/A,N/A,1022
5/27/2020,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,18,61,N/A,N/A,N/A,N/A,1023
5/27/2020,Baltimore City,Youth Detention Center,N/A,N/A,2,N/A,1,N/A,1024
5/27/2020,Baltimore County,Arden Courts of Towson,5,28,N/A,N/A,N/A,N/A,1025
5/27/2020,Baltimore County,Autumn Lake Healthcare at Riverview,14,6,N/A,N/A,N/A,N/A,1026
5/27/2020,Baltimore County,Autumn Lake Pikesville,10,61,N/A,N/A,N/A,N/A,1027
5/27/2020,Baltimore County,Baltimore County Detention Center,N/A,N/A,5,6,N/A,N/A,1028
5/27/2020,Baltimore County,Blakehurst Lifecare Community,4,0,N/A,N/A,N/A,N/A,1029
5/27/2020,Baltimore County,Broadmead,3,8,N/A,N/A,N/A,N/A,1030
5/27/2020,Baltimore County,Chapel Hill Nursing and Rehabilitation Center,1,3,N/A,N/A,N/A,N/A,1031
5/27/2020,Baltimore County,"Charles H. Hickey, Jr. School",N/A,N/A,2,N/A,N/A,0,1032
5/27/2020,Baltimore County,Charlestown Senior Living Community,31,30,N/A,N/A,N/A,N/A,1033
5/27/2020,Baltimore County,Edenwald,4,0,N/A,N/A,N/A,N/A,1034
5/27/2020,Baltimore County,Forest Haven Nursing & Rehab Center,28,71,N/A,N/A,N/A,N/A,1035
5/27/2020,Baltimore County,Frederick Villa Nursing and Rehabilitation Center,37,74,N/A,N/A,N/A,N/A,1036
5/27/2020,Baltimore County,Futurecare Cherrywood,48,93,N/A,N/A,N/A,N/A,1037
5/27/2020,Baltimore County,FutureCare Courtland,22,47,N/A,N/A,N/A,N/A,1038
5/27/2020,Baltimore County,FutureCare Northpoint,21,32,N/A,N/A,N/A,N/A,1039
5/27/2020,Baltimore County,FutureCare Old Court,44,78,N/A,N/A,N/A,N/A,1040
5/27/2020,Baltimore County,Genesis Catonsville Commons,13,43,N/A,N/A,N/A,N/A,1041
5/27/2020,Baltimore County,Genesis Cromwell Center,8,41,N/A,N/A,N/A,N/A,1042
5/27/2020,Baltimore County,Genesis Loch Raven,20,69,N/A,N/A,N/A,N/A,1043
5/27/2020,Baltimore County,Genesis Multi-Medical Center,3,1,N/A,N/A,N/A,N/A,1044
5/27/2020,Baltimore County,Glen Meadows Retirement Community,1,9,N/A,N/A,N/A,N/A,1045
5/27/2020,Baltimore County,Heritage Center Genesis Eldercare,7,37,N/A,N/A,N/A,N/A,1046
5/27/2020,Baltimore County,Holly Hills Manor,15,21,N/A,N/A,N/A,N/A,1047
5/27/2020,Baltimore County,Little Sisters of the Poor,4,0,N/A,N/A,N/A,N/A,1048
5/27/2020,Baltimore County,ManorCare Health Services - Ruxton,9,27,N/A,N/A,N/A,N/A,1049
5/27/2020,Baltimore County,ManorCare Health Services- Rossville,13,61,N/A,N/A,N/A,N/A,1050
5/27/2020,Baltimore County,Maria Health Care Center,3,0,N/A,N/A,N/A,N/A,1051
5/27/2020,Baltimore County,Maryland Masonic Homes,13,23,N/A,N/A,N/A,N/A,1052
5/27/2020,Baltimore County,Meadow Park Rehabilitation and Healthcare,17,28,N/A,N/A,N/A,N/A,1053
5/27/2020,Baltimore County,North Oak,2,3,N/A,N/A,N/A,N/A,1054
5/27/2020,Baltimore County,Northwest Hospital Center - Subacute rehab facility,10,4,N/A,N/A,N/A,N/A,1055
5/27/2020,Baltimore County,Oak Crest,16,30,N/A,N/A,N/A,N/A,1056
5/27/2020,Baltimore County,Oakwood Care Center,15,75,N/A,N/A,N/A,N/A,1057
5/27/2020,Baltimore County,Orchard Hill Health and Rehab,7,50,N/A,N/A,N/A,N/A,1058
5/27/2020,Baltimore County,Patapsco Valley Center,20,54,N/A,N/A,N/A,N/A,1059
5/27/2020,Baltimore County,"PowerBack Rehabilitation, Brightwood Campus",0,3,N/A,N/A,N/A,N/A,1060
5/27/2020,Baltimore County,Ridgeway Manor,13,19,N/A,N/A,N/A,N/A,1061
5/27/2020,Baltimore County,Spring Grove Psychiatric Hospital,N/A,N/A,17,44,N/A,N/A,1062
5/27/2020,Baltimore County,Stella Maris,21,17,N/A,N/A,N/A,N/A,1063
5/27/2020,Baltimore County,Summit Park Health & Rehabilitation Center,16,23,N/A,N/A,N/A,N/A,1064
5/27/2020,Baltimore County,Sunrise of Pikesville,6,1,N/A,N/A,N/A,N/A,1065
5/27/2020,Baltimore County,Village at Augsburg -- Assisted Living,1,2,N/A,N/A,N/A,N/A,1066
5/27/2020,Baltimore County,Village at Augsburg -- Nursing Home,38,75,N/A,N/A,N/A,N/A,1067
5/27/2020,Caroline,Autumn Lake Healthcare at Denton,0,1,N/A,N/A,N/A,N/A,1068
5/27/2020,Carroll,Birch Manor Healthcare Center,0,20,N/A,N/A,N/A,N/A,1069
5/27/2020,Carroll,Brinton Woods Health & Rehabilitation Center at Winfield,0,4,N/A,N/A,N/A,N/A,1070
5/27/2020,Carroll,Carroll Lutheran Village,13,43,N/A,N/A,N/A,N/A,1071
5/27/2020,Carroll,Central Maryland Correctional Facility (Formerly CLF),N/A,N/A,5,N/A,3,N/A,1072
5/27/2020,Carroll,Copper Ridge,0,3,N/A,N/A,N/A,N/A,1073
5/27/2020,Carroll,Fairhaven,21,38,N/A,N/A,N/A,N/A,1074
5/27/2020,Carroll,Inspirations Memory Care of Westminster,3,4,N/A,N/A,N/A,N/A,1075
5/27/2020,Carroll,Longview Nursing Home Inc.,8,28,N/A,N/A,N/A,N/A,1076
5/27/2020,Carroll,Lorien Mount Airy,15,14,N/A,N/A,N/A,N/A,1077
5/27/2020,Carroll,Lorien Taneytown,0,2,N/A,N/A,N/A,N/A,1078
5/27/2020,Carroll,Silver Oak Academy,18,26,N/A,N/A,N/A,N/A,1079
5/27/2020,Carroll,Springfield Hospital Center,N/A,N/A,14,4,N/A,N/A,1080
5/27/2020,Carroll,Westminster Healthcare Center,12,65,N/A,N/A,N/A,N/A,1081
5/27/2020,Cecil,Calvert Manor Healthcare Center,17,112,N/A,N/A,N/A,N/A,1082
5/27/2020,Charles,Genesis La Plata,8,0,N/A,N/A,N/A,N/A,1083
5/27/2020,Charles,Genesis Waldorf,4,0,N/A,N/A,N/A,N/A,1084
5/27/2020,Charles,Morningside House of St Charles,0,1,N/A,N/A,N/A,N/A,1085
5/27/2020,Charles,Restore Health Rehabilitation Center,6,10,N/A,N/A,N/A,N/A,1086
5/27/2020,Charles,The Charleston Senior Community,10,34,N/A,N/A,N/A,N/A,1087
5/27/2020,Dorchester,Chesapeake Woods Center,1,0,N/A,N/A,N/A,N/A,1088
5/27/2020,Dorchester,Chesapeake Woods Center,1,0,N/A,N/A,N/A,N/A,1089
5/27/2020,Dorchester,Eastern Shore Hospital Center,N/A,N/A,3,0,N/A,N/A,1090
5/27/2020,Dorchester,Signature Healthcare at Mallard Bay,1,0,N/A,N/A,N/A,N/A,1091
5/27/2020,Frederick,Ballenger Creek - Genesis Healthcare,52,89,N/A,N/A,N/A,N/A,1092
5/27/2020,Frederick,Citizens Care and Rehabilitation Center - Frederick,14,14,N/A,N/A,N/A,N/A,1093
5/27/2020,Frederick,Country Meadows of Frederick,22,29,N/A,N/A,N/A,N/A,1094
5/27/2020,Frederick,Glade Valley Center - Genesis Healthcare,7,19,N/A,N/A,N/A,N/A,1095
5/27/2020,Frederick,Homewood at Frederick,45,43,N/A,N/A,N/A,N/A,1096
5/27/2020,Frederick,Montevue Assisted Living,0,5,N/A,N/A,N/A,N/A,1097
5/27/2020,Frederick,Northampton Manor Nursing and Rehabilitation Center,21,68,N/A,N/A,N/A,N/A,1098
5/27/2020,Frederick,Somerford House Frederick,7,3,N/A,N/A,N/A,N/A,1099
5/27/2020,Frederick,Victor Cullen Center,N/A,N/A,1,N/A,N/A,0,1100
5/27/2020,Garrett,Dennett Road Manor,3,4,N/A,N/A,N/A,N/A,1101
5/27/2020,Harford,Bel Air Health and Rehabilitation Center,31,85,N/A,N/A,N/A,N/A,1102
5/27/2020,Harford,Citizens Care and Rehabilitation Center - Havre de Grace,1,0,N/A,N/A,N/A,N/A,1103
5/27/2020,Harford,Forest Hill Health & Rehab Center,30,89,N/A,N/A,N/A,N/A,1104
5/27/2020,Howard,Arbor Terrace Fulton,3,1,N/A,N/A,N/A,N/A,1105
5/27/2020,Howard,Brighton Gardens of Columbia,1,0,N/A,N/A,N/A,N/A,1106
5/27/2020,Howard,Clifton T. Perkins Hospital Center,N/A,N/A,15,15,N/A,N/A,1107
